dataset,scope,page,test_type,chart_id,chart_title,series,category,value
students,Walker Elementary School,discipline,,lvl,Incident Types,,LVL3,3.0
students,Walker Elementary School,discipline,,lvl,Incident Types,,LVL4,1.0
students,Walker Elementary School,discipline,,months,Incidents by Month,,August,4.0
students,Walker Elementary School,discipline,,months,Incidents by Month,,September,13.0
students,Walker Elementary School,discipline,,race,Incidents by Race/Ethnicity,,Asian,2.0
students,Walker Elementary School,discipline,,race,Incidents by Race/Ethnicity,,Black or African American,4.0
students,Walker Elementary School,discipline,,race,Incidents by Race/Ethnicity,,Hispanic or Latino,2.0
students,Walker Elementary School,discipline,,race,Incidents by Race/Ethnicity,,Multi-racial,2.0
students,Walker Elementary School,discipline,,race,Incidents by Race/Ethnicity,,White,7.0
students,Walker Elementary School,discipline,,grade,Incidents by Grade,,1,4.0
students,Walker Elementary School,discipline,,grade,Incidents by Grade,,2,4.0
students,Walker Elementary School,discipline,,grade,Incidents by Grade,,3,1.0
students,Walker Elementary School,discipline,,grade,Incidents by Grade,,4,5.0
students,Walker Elementary School,discipline,,grade,Incidents by Grade,,5,3.0
students,Walker Elementary School,assessments,STAR Reading,students-count-ast,summary counts,,Students,173.0
students,Walker Elementary School,assessments,STAR Reading,ast-graph-1,STAR Reading Benchmark Category (Fall SY27),Urgent Intervention,Urgent Intervention,8.0
students,Walker Elementary School,assessments,STAR Reading,ast-graph-1,STAR Reading Benchmark Category (Fall SY27),Intervention,Intervention,12.0
students,Walker Elementary School,assessments,STAR Reading,ast-graph-1,STAR Reading Benchmark Category (Fall SY27),Approaching Benchmark,Approaching Benchmark,56.0
students,Walker Elementary School,assessments,STAR Reading,ast-graph-1,STAR Reading Benchmark Category (Fall SY27),At Benchmark,At Benchmark,81.0
students,Walker Elementary School,assessments,STAR Reading,ast-graph-1,STAR Reading Benchmark Category (Fall SY27),Above Benchmark,Above Benchmark,16.0
students,Walker Elementary School,assessments,STAR Early Literacy,students-count-ast,summary counts,,Students,144.0
students,Walker Elementary School,assessments,STAR Early Literacy,ast-graph-1,STAR Early Literacy Benchmark Category (Fall SY27),Urgent Intervention,Urgent Intervention,4.0
students,Walker Elementary School,assessments,STAR Early Literacy,ast-graph-1,STAR Early Literacy Benchmark Category (Fall SY27),Intervention,Intervention,14.0
students,Walker Elementary School,assessments,STAR Early Literacy,ast-graph-1,STAR Early Literacy Benchmark Category (Fall SY27),Approaching Benchmark,Approaching Benchmark,52.0
students,Walker Elementary School,assessments,STAR Early Literacy,ast-graph-1,STAR Early Literacy Benchmark Category (Fall SY27),At Benchmark,At Benchmark,62.0
students,Walker Elementary School,assessments,STAR Early Literacy,ast-graph-1,STAR Early Literacy Benchmark Category (Fall SY27),Above Benchmark,Above Benchmark,12.0
students,Walker Elementary School,assessments,i-Ready Math,students-count-ast,summary counts,,Students,272.0
students,Walker Elementary School,assessments,i-Ready Math,ast-graph-1,i-Ready Math — Overall Relative Placement,3 or More Grade Levels Below,3 or More Grade Levels Below,11.0
students,Walker Elementary School,assessments,i-Ready Math,ast-graph-1,i-Ready Math — Overall Relative Placement,2 Grade Levels Below,2 Grade Levels Below,23.0
students,Walker Elementary School,assessments,i-Ready Math,ast-graph-1,i-Ready Math — Overall Relative Placement,1 Grade Level Below,1 Grade Level Below,143.0
students,Walker Elementary School,assessments,i-Ready Math,ast-graph-1,i-Ready Math — Overall Relative Placement,Early On Grade Level,Early On Grade Level,50.0
students,Walker Elementary School,assessments,i-Ready Math,ast-graph-1,i-Ready Math — Overall Relative Placement,Mid or Above Grade Level,Mid or Above Grade Level,45.0
students,Washington Elementary School,home,,home-iep,IEP Status,,Has IEP,80.0
students,Washington Elementary School,home,,home-iep,IEP Status,,No IEP,307.0
students,Washington Elementary School,home,,home-lep,EL Status,,EL,94.0
students,Washington Elementary School,home,,home-lep,EL Status,,Not EL,293.0
students,Washington Elementary School,home,,home-race,Race/Ethnicity,,Black or African American,47.0
students,Washington Elementary School,home,,home-race,Race/Ethnicity,,Hispanic or Latino,152.0
students,Washington Elementary School,home,,home-race,Race/Ethnicity,,Multi-racial,35.0
students,Washington Elementary School,home,,home-race,Race/Ethnicity,,White,143.0
students,Washington Elementary School,home,,home-race,Race/Ethnicity,,Other*,10.0
students,Washington Elementary School,home,,home-incidents,Incidents - SY27,,LVL1,24.0
students,Washington Elementary School,home,,home-incidents,Incidents - SY27,,LVL2,21.0
students,Washington Elementary School,home,,home-incidents,Incidents - SY27,,LVL3,2.0
students,Washington Elementary School,home,,home-grade,Grade Level,,0,58.0
students,Washington Elementary School,home,,home-grade,Grade Level,,1,59.0
students,Washington Elementary School,home,,home-grade,Grade Level,,2,63.0
students,Washington Elementary School,home,,home-grade,Grade Level,,3,64.0
students,Washington Elementary School,home,,home-grade,Grade Level,,4,62.0
students,Washington Elementary School,home,,home-grade,Grade Level,,5,81.0
students,Washington Elementary School,home,,home-twi,TWI Status,,TWE,90.0
students,Washington Elementary School,home,,home-twi,TWI Status,,TWS,63.0
students,Washington Elementary School,home,,home-twi,TWI Status,,TWX,42.0
students,Washington Elementary School,home,,home-ada,ADA,,value,95.72
students,Washington Elementary School,home,,home-enrollment,Enrollment,,value,387.0
students,Washington Elementary School,attendance,,students-count-att,summary counts,,Students,387.0
students,Washington Elementary School,attendance,,students-count-att,summary counts,,IEP,80.0
students,Washington Elementary School,attendance,,students-count-att,summary counts,,EL,94.0
students,Washington Elementary School,attendance,,att-ada,ADA,,value,95.72
students,Washington Elementary School,attendance,,att-cron-abs,Chronic Absenteeism (%),,value,18.09
students,Washington Elementary School,discipline,,students-count-discipline,summary counts,,Incidents,47.0
students,Washington Elementary School,discipline,,students-count-discipline,summary counts,,Students,22.0
students,Washington Elementary School,discipline,,students-count-discipline,summary counts,,Minor Incidents,45.0
students,Washington Elementary School,discipline,,students-count-discipline,summary counts,,Major Incidents,2.0
students,Washington Elementary School,discipline,,school,Incidents by School,,Washington Elementary School,47.0
students,Washington Elementary School,discipline,,lvl,Incident Types,,LVL1,24.0
students,Washington Elementary School,discipline,,lvl,Incident Types,,LVL2,21.0
students,Washington Elementary School,discipline,,lvl,Incident Types,,LVL3,2.0
students,Washington Elementary School,discipline,,months,Incidents by Month,,August,1.0
students,Washington Elementary School,discipline,,months,Incidents by Month,,September,46.0
students,Washington Elementary School,discipline,,race,Incidents by Race/Ethnicity,,Asian,3.0
students,Washington Elementary School,discipline,,race,Incidents by Race/Ethnicity,,Black or African American,26.0
students,Washington Elementary School,discipline,,race,Incidents by Race/Ethnicity,,Hispanic or Latino,6.0
students,Washington Elementary School,discipline,,race,Incidents by Race/Ethnicity,,Multi-racial,3.0
students,Washington Elementary School,discipline,,race,Incidents by Race/Ethnicity,,White,9.0
students,Washington Elementary School,discipline,,grade,Incidents by Grade,,0,28.0
students,Washington Elementary School,discipline,,grade,Incidents by Grade,,1,11.0
students,Washington Elementary School,discipline,,grade,Incidents by Grade,,2,4.0
students,Washington Elementary School,discipline,,grade,Incidents by Grade,,5,4.0
students,Washington Elementary School,assessments,STAR Reading,students-count-ast,summary counts,,Students,195.0
students,Washington Elementary School,assessments,STAR Reading,ast-graph-1,STAR Reading Benchmark Category (Fall SY27),Urgent Intervention,Urgent Intervention,11.0
students,Washington Elementary School,assessments,STAR Reading,ast-graph-1,STAR Reading Benchmark Category (Fall SY27),Intervention,Intervention,19.0
students,Washington Elementary School,assessments,STAR Reading,ast-graph-1,STAR Reading Benchmark Category (Fall SY27),Approaching Benchmark,Approaching Benchmark,56.0
students,Washington Elementary School,assessments,STAR Reading,ast-graph-1,STAR Reading Benchmark Category (Fall SY27),At Benchmark,At Benchmark,91.0
students,Washington Elementary School,assessments,STAR Reading,ast-graph-1,STAR Reading Benchmark Category (Fall SY27),Above Benchmark,Above Benchmark,18.0
students,Washington Elementary School,assessments,STAR Early Literacy,students-count-ast,summary counts,,Students,167.0
students,Washington Elementary School,assessments,STAR Early Literacy,ast-graph-1,STAR Early Literacy Benchmark Category (Fall SY27),Urgent Intervention,Urgent Intervention,14.0
students,Washington Elementary School,assessments,STAR Early Literacy,ast-graph-1,STAR Early Literacy Benchmark Category (Fall SY27),Intervention,Intervention,14.0
students,Washington Elementary School,assessments,STAR Early Literacy,ast-graph-1,STAR Early Literacy Benchmark Category (Fall SY27),Approaching Benchmark,Approaching Benchmark,64.0
students,Washington Elementary School,assessments,STAR Early Literacy,ast-graph-1,STAR Early Literacy Benchmark Category (Fall SY27),At Benchmark,At Benchmark,67.0
students,Washington Elementary School,assessments,STAR Early Literacy,ast-graph-1,STAR Early Literacy Benchmark Category (Fall SY27),Above Benchmark,Above Benchmark,8.0
students,Washington Elementary School,assessments,STAR Reading Spanish,students-count-ast,summary counts,,Students,98.0
students,Washington Elementary School,assessments,STAR Reading Spanish,ast-graph-1,STAR Reading Spanish Benchmark Category (Fall SY27),Urgent Intervention,Urgent Intervention,21.0
students,Washington Elementary School,assessments,STAR Reading Spanish,ast-graph-1,STAR Reading Spanish Benchmark Category (Fall SY27),Intervention,Intervention,27.0
students,Washington Elementary School,assessments,STAR Reading Spanish,ast-graph-1,STAR Reading Spanish Benchmark Category (Fall SY27),Approaching Benchmark,Approaching Benchmark,39.0
students,Washington Elementary School,assessments,STAR Reading Spanish,ast-graph-1,STAR Reading Spanish Benchmark Category (Fall SY27),At Benchmark,At Benchmark,10.0
students,Washington Elementary School,assessments,STAR Reading Spanish,ast-graph-1,STAR Reading Spanish Benchmark Category (Fall SY27),Above Benchmark,Above Benchmark,1.0
students,Washington Elementary School,assessments,STAR Early Literacy Spanish,students-count-ast,summary counts,,Students,96.0
students,Washington Elementary School,assessments,STAR Early Literacy Spanish,ast-graph-1,STAR Early Literacy Spanish Benchmark Category (Fall SY27),Urgent Intervention,Urgent Intervention,3.0
students,Washington Elementary School,assessments,STAR Early Literacy Spanish,ast-graph-1,STAR Early Literacy Spanish Benchmark Category (Fall SY27),Intervention,Intervention,8.0
students,Washington Elementary School,assessments,STAR Early Literacy Spanish,ast-graph-1,STAR Early Literacy Spanish Benchmark Category (Fall SY27),Approaching Benchmark,Approaching Benchmark,35.0
students,Washington Elementary School,assessments,STAR Early Literacy Spanish,ast-graph-1,STAR Early Literacy Spanish Benchmark Category (Fall SY27),At Benchmark,At Benchmark,43.0
students,Washington Elementary School,assessments,STAR Early Literacy Spanish,ast-graph-1,STAR Early Literacy Spanish Benchmark Category (Fall SY27),Above Benchmark,Above Benchmark,7.0
students,Washington Elementary School,assessments,i-Ready Math,students-count-ast,summary counts,,Students,365.0
students,Washington Elementary School,assessments,i-Ready Math,ast-graph-1,i-Ready Math — Overall Relative Placement,3 or More Grade Levels Below,3 or More Grade Levels Below,19.0
students,Washington Elementary School,assessments,i-Ready Math,ast-graph-1,i-Ready Math — Overall Relative Placement,2 Grade Levels Below,2 Grade Levels Below,52.0
students,Washington Elementary School,assessments,i-Ready Math,ast-graph-1,i-Ready Math — Overall Relative Placement,1 Grade Level Below,1 Grade Level Below,208.0
students,Washington Elementary School,assessments,i-Ready Math,ast-graph-1,i-Ready Math — Overall Relative Placement,Early On Grade Level,Early On Grade Level,50.0
students,Washington Elementary School,assessments,i-Ready Math,ast-graph-1,i-Ready Math — Overall Relative Placement,Mid or Above Grade Level,Mid or Above Grade Level,36.0
students,Willard Elementary School,home,,home-iep,IEP Status,,Has IEP,30.0
students,Willard Elementary School,home,,home-iep,IEP Status,,No IEP,243.0
students,Willard Elementary School,home,,home-lep,EL Status,,EL,12.0
students,Willard Elementary School,home,,home-lep,EL Status,,Not EL,261.0
students,Willard Elementary School,home,,home-race,Race/Ethnicity,,Black or African American,15.0
students,Willard Elementary School,home,,home-race,Race/Ethnicity,,Hispanic or Latino,34.0
students,Willard Elementary School,home,,home-race,Race/Ethnicity,,Multi-racial,24.0
students,Willard Elementary School,home,,home-race,Race/Ethnicity,,White,196.0
students,Willard Elementary School,home,,home-race,Race/Ethnicity,,Other*,4.0
students,Willard Elementary School,home,,home-incidents,Incidents - SY27,,LVL1,49.0
students,Willard Elementary School,home,,home-incidents,Incidents - SY27,,LVL2,7.0
students,Willard Elementary School,home,,home-incidents,Incidents - SY27,,LVL3,13.0
students,Willard Elementary School,home,,home-grade,Grade Level,,0,40.0
students,Willard Elementary School,home,,home-grade,Grade Level,,1,43.0
students,Willard Elementary School,home,,home-grade,Grade Level,,2,44.0
students,Willard Elementary School,home,,home-grade,Grade Level,,3,53.0
students,Willard Elementary School,home,,home-grade,Grade Level,,4,46.0
students,Willard Elementary School,home,,home-grade,Grade Level,,5,47.0
students,Willard Elementary School,home,,home-ada,ADA,,value,96.95
students,Willard Elementary School,home,,home-enrollment,Enrollment,,value,273.0
students,Willard Elementary School,attendance,,students-count-att,summary counts,,Students,273.0
students,Willard Elementary School,attendance,,students-count-att,summary counts,,IEP,30.0
students,Willard Elementary School,attendance,,students-count-att,summary counts,,EL,12.0
students,Willard Elementary School,attendance,,att-ada,ADA,,value,96.95
students,Willard Elementary School,attendance,,att-cron-abs,Chronic Absenteeism (%),,value,13.19
students,Willard Elementary School,discipline,,students-count-discipline,summary counts,,Incidents,69.0
students,Willard Elementary School,discipline,,students-count-discipline,summary counts,,Students,12.0
students,Willard Elementary School,discipline,,students-count-discipline,summary counts,,Minor Incidents,56.0
students,Willard Elementary School,discipline,,students-count-discipline,summary counts,,Major Incidents,13.0
students,Willard Elementary School,discipline,,school,Incidents by School,,Willard Elementary School,69.0
students,Willard Elementary School,discipline,,lvl,Incident Types,,LVL1,49.0
students,Willard Elementary School,discipline,,lvl,Incident Types,,LVL2,7.0
students,Willard Elementary School,discipline,,lvl,Incident Types,,LVL3,13.0
students,Willard Elementary School,discipline,,months,Incidents by Month,,August,8.0
students,Willard Elementary School,discipline,,months,Incidents by Month,,September,61.0
students,Willard Elementary School,discipline,,race,Incidents by Race/Ethnicity,,Asian,1.0
students,Willard Elementary School,discipline,,race,Incidents by Race/Ethnicity,,Black or African American,4.0
students,Willard Elementary School,discipline,,race,Incidents by Race/Ethnicity,,Hispanic or Latino,8.0
students,Willard Elementary School,discipline,,race,Incidents by Race/Ethnicity,,Multi-racial,16.0
students,Willard Elementary School,discipline,,race,Incidents by Race/Ethnicity,,White,40.0
students,Willard Elementary School,discipline,,grade,Incidents by Grade,,0,16.0
students,Willard Elementary School,discipline,,grade,Incidents by Grade,,1,40.0
students,Willard Elementary School,discipline,,grade,Incidents by Grade,,2,3.0
students,Willard Elementary School,discipline,,grade,Incidents by Grade,,3,8.0
students,Willard Elementary School,discipline,,grade,Incidents by Grade,,5,2.0
students,Willard Elementary School,assessments,STAR Reading,students-count-ast,summary counts,,Students,145.0
students,Willard Elementary School,assessments,STAR Reading,ast-graph-1,STAR Reading Benchmark Category (Fall SY27),Urgent Intervention,Urgent Intervention,5.0
students,Willard Elementary School,assessments,STAR Reading,ast-graph-1,STAR Reading Benchmark Category (Fall SY27),Intervention,Intervention,6.0
students,Willard Elementary School,assessments,STAR Reading,ast-graph-1,STAR Reading Benchmark Category (Fall SY27),Approaching Benchmark,Approaching Benchmark,47.0
students,Willard Elementary School,assessments,STAR Reading,ast-graph-1,STAR Reading Benchmark Category (Fall SY27),At Benchmark,At Benchmark,68.0
students,Willard Elementary School,assessments,STAR Reading,ast-graph-1,STAR Reading Benchmark Category (Fall SY27),Above Benchmark,Above Benchmark,19.0
students,Willard Elementary School,assessments,STAR Early Literacy,students-count-ast,summary counts,,Students,126.0
students,Willard Elementary School,assessments,STAR Early Literacy,ast-graph-1,STAR Early Literacy Benchmark Category (Fall SY27),Urgent Intervention,Urgent Intervention,4.0
students,Willard Elementary School,assessments,STAR Early Literacy,ast-graph-1,STAR Early Literacy Benchmark Category (Fall SY27),Intervention,Intervention,5.0
students,Willard Elementary School,assessments,STAR Early Literacy,ast-graph-1,STAR Early Literacy Benchmark Category (Fall SY27),Approaching Benchmark,Approaching Benchmark,38.0
students,Willard Elementary School,assessments,STAR Early Literacy,ast-graph-1,STAR Early Literacy Benchmark Category (Fall SY27),At Benchmark,At Benchmark,65.0
students,Willard Elementary School,assessments,STAR Early Literacy,ast-graph-1,STAR Early Literacy Benchmark Category (Fall SY27),Above Benchmark,Above Benchmark,14.0
students,Willard Elementary School,assessments,i-Ready Math,students-count-ast,summary counts,,Students,272.0
students,Willard Elementary School,assessments,i-Ready Math,ast-graph-1,i-Ready Math — Overall Relative Placement,3 or More Grade Levels Below,3 or More Grade Levels Below,5.0
students,Willard Elementary School,assessments,i-Ready Math,ast-graph-1,i-Ready Math — Overall Relative Placement,2 Grade Levels Below,2 Grade Levels Below,15.0
students,Willard Elementary School,assessments,i-Ready Math,ast-graph-1,i-Ready Math — Overall Relative Placement,1 Grade Level Below,1 Grade Level Below,149.0
students,Willard Elementary School,assessments,i-Ready Math,ast-graph-1,i-Ready Math — Overall Relative Placement,Early On Grade Level,Early On Grade Level,49.0
students,Willard Elementary School,assessments,i-Ready Math,ast-graph-1,i-Ready Math — Overall Relative Placement,Mid or Above Grade Level,Mid or Above Grade Level,54.0
students,District,attendance,,att-distribution,"Attendance Rate Distribution (counts, 10-pt bins)",,0-9,31.0
students,District,attendance,,att-distribution,"Attendance Rate Distribution (counts, 10-pt bins)",,10-19,5.0
students,District,attendance,,att-distribution,"Attendance Rate Distribution (counts, 10-pt bins)",,20-29,2.0
students,District,attendance,,att-distribution,"Attendance Rate Distribution (counts, 10-pt bins)",,30-39,16.0
students,District,attendance,,att-distribution,"Attendance Rate Distribution (counts, 10-pt bins)",,40-49,23.0
students,District,attendance,,att-distribution,"Attendance Rate Distribution (counts, 10-pt bins)",,50-59,21.0
students,District,attendance,,att-distribution,"Attendance Rate Distribution (counts, 10-pt bins)",,60-69,30.0
students,District,attendance,,att-distribution,"Attendance Rate Distribution (counts, 10-pt bins)",,70-79,92.0
students,District,attendance,,att-distribution,"Attendance Rate Distribution (counts, 10-pt bins)",,80-89,364.0
students,District,attendance,,att-distribution,"Attendance Rate Distribution (counts, 10-pt bins)",,90-99,1741.0
students,District,attendance,,att-distribution,"Attendance Rate Distribution (counts, 10-pt bins)",,100+,3137.0
students,District,assessments,STAR Reading,ast-graph-2,"STAR Reading Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,0-9,241.0
students,District,assessments,STAR Reading,ast-graph-2,"STAR Reading Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,10-19,237.0
students,District,assessments,STAR Reading,ast-graph-2,"STAR Reading Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,20-29,240.0
students,District,assessments,STAR Reading,ast-graph-2,"STAR Reading Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,30-39,224.0
students,District,assessments,STAR Reading,ast-graph-2,"STAR Reading Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,40-49,281.0
students,District,assessments,STAR Reading,ast-graph-2,"STAR Reading Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,50-59,290.0
students,District,assessments,STAR Reading,ast-graph-2,"STAR Reading Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,60-69,288.0
students,District,assessments,STAR Reading,ast-graph-2,"STAR Reading Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,70-79,424.0
students,District,assessments,STAR Reading,ast-graph-2,"STAR Reading Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,80-89,529.0
students,District,assessments,STAR Reading,ast-graph-2,"STAR Reading Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,90-99,959.0
students,District,assessments,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,0-9,242.0
students,District,assessments,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,10-19,272.0
students,District,assessments,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,20-29,261.0
students,District,assessments,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,30-39,266.0
students,District,assessments,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,40-49,314.0
students,District,assessments,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,50-59,318.0
students,District,assessments,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,60-69,354.0
students,District,assessments,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,70-79,384.0
students,District,assessments,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,80-89,415.0
students,District,assessments,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,90-99,625.0
students,District,assessments,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,0-9,330.0
students,District,assessments,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,10-19,309.0
students,District,assessments,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,20-29,301.0
students,District,assessments,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,30-39,303.0
students,District,assessments,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,40-49,317.0
students,District,assessments,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,50-59,324.0
students,District,assessments,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,60-69,326.0
students,District,assessments,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,70-79,355.0
students,District,assessments,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,80-89,387.0
students,District,assessments,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,90-99,542.0
students,District,assessments,STAR Early Literacy,ast-graph-2,"STAR Early Literacy Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,0-9,96.0
students,District,assessments,STAR Early Literacy,ast-graph-2,"STAR Early Literacy Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,10-19,88.0
students,District,assessments,STAR Early Literacy,ast-graph-2,"STAR Early Literacy Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,20-29,128.0
students,District,assessments,STAR Early Literacy,ast-graph-2,"STAR Early Literacy Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,30-39,112.0
students,District,assessments,STAR Early Literacy,ast-graph-2,"STAR Early Literacy Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,40-49,124.0
students,District,assessments,STAR Early Literacy,ast-graph-2,"STAR Early Literacy Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,50-59,158.0
students,District,assessments,STAR Early Literacy,ast-graph-2,"STAR Early Literacy Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,60-69,177.0
students,District,assessments,STAR Early Literacy,ast-graph-2,"STAR Early Literacy Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,70-79,191.0
students,District,assessments,STAR Early Literacy,ast-graph-2,"STAR Early Literacy Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,80-89,207.0
students,District,assessments,STAR Early Literacy,ast-graph-2,"STAR Early Literacy Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,90-99,303.0
students,District,assessments,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,0-9,38.0
students,District,assessments,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,10-19,54.0
students,District,assessments,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,20-29,61.0
students,District,assessments,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,30-39,58.0
students,District,assessments,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,40-49,64.0
students,District,assessments,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,50-59,87.0
students,District,assessments,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,60-69,105.0
students,District,assessments,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,70-79,109.0
students,District,assessments,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,80-89,133.0
students,District,assessments,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,90-99,250.0
students,District,assessments,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,0-9,48.0
students,District,assessments,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,10-19,87.0
students,District,assessments,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,20-29,66.0
students,District,assessments,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,30-39,76.0
students,District,assessments,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,40-49,101.0
students,District,assessments,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,50-59,99.0
students,District,assessments,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,60-69,107.0
students,District,assessments,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,70-79,107.0
students,District,assessments,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,80-89,113.0
students,District,assessments,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,90-99,172.0
students,District,assessments,STAR Reading Spanish,ast-graph-2,"STAR Reading Spanish Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,0-9,91.0
