dataset,scope,page,test_type,chart_id,chart_title,series,category,value
students,Dewey Elementary School,assessments,STAR Reading Spanish,ast-graph-1,STAR Reading Spanish Benchmark Category (Fall SY27),Urgent Intervention,Urgent Intervention,12.0
students,Dewey Elementary School,assessments,STAR Reading Spanish,ast-graph-1,STAR Reading Spanish Benchmark Category (Fall SY27),Intervention,Intervention,7.0
students,Dewey Elementary School,assessments,STAR Reading Spanish,ast-graph-1,STAR Reading Spanish Benchmark Category (Fall SY27),Approaching Benchmark,Approaching Benchmark,20.0
students,Dewey Elementary School,assessments,STAR Reading Spanish,ast-graph-1,STAR Reading Spanish Benchmark Category (Fall SY27),At Benchmark,At Benchmark,6.0
students,Dewey Elementary School,assessments,STAR Early Literacy Spanish,students-count-ast,summary counts,,Students,56.0
students,Dewey Elementary School,assessments,STAR Early Literacy Spanish,ast-graph-1,STAR Early Literacy Spanish Benchmark Category (Fall SY27),Urgent Intervention,Urgent Intervention,2.0
students,Dewey Elementary School,assessments,STAR Early Literacy Spanish,ast-graph-1,STAR Early Literacy Spanish Benchmark Category (Fall SY27),Intervention,Intervention,8.0
students,Dewey Elementary School,assessments,STAR Early Literacy Spanish,ast-graph-1,STAR Early Literacy Spanish Benchmark Category (Fall SY27),Approaching Benchmark,Approaching Benchmark,10.0
students,Dewey Elementary School,assessments,STAR Early Literacy Spanish,ast-graph-1,STAR Early Literacy Spanish Benchmark Category (Fall SY27),At Benchmark,At Benchmark,31.0
students,Dewey Elementary School,assessments,STAR Early Literacy Spanish,ast-graph-1,STAR Early Literacy Spanish Benchmark Category (Fall SY27),Above Benchmark,Above Benchmark,5.0
students,Dewey Elementary School,assessments,i-Ready Math,students-count-ast,summary counts,,Students,306.0
students,Dewey Elementary School,assessments,i-Ready Math,ast-graph-1,i-Ready Math — Overall Relative Placement,3 or More Grade Levels Below,3 or More Grade Levels Below,6.0
students,Dewey Elementary School,assessments,i-Ready Math,ast-graph-1,i-Ready Math — Overall Relative Placement,2 Grade Levels Below,2 Grade Levels Below,25.0
students,Dewey Elementary School,assessments,i-Ready Math,ast-graph-1,i-Ready Math — Overall Relative Placement,1 Grade Level Below,1 Grade Level Below,168.0
students,Dewey Elementary School,assessments,i-Ready Math,ast-graph-1,i-Ready Math — Overall Relative Placement,Early On Grade Level,Early On Grade Level,53.0
students,Dewey Elementary School,assessments,i-Ready Math,ast-graph-1,i-Ready Math — Overall Relative Placement,Mid or Above Grade Level,Mid or Above Grade Level,54.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,home,,home-iep,IEP Status,,Has IEP,123.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,home,,home-iep,IEP Status,,No IEP,322.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,home,,home-lep,EL Status,,EL,48.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,home,,home-lep,EL Status,,Not EL,397.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,home,,home-race,Race/Ethnicity,,Asian,17.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,home,,home-race,Race/Ethnicity,,Black or African American,181.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,home,,home-race,Race/Ethnicity,,Hispanic or Latino,76.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,home,,home-race,Race/Ethnicity,,Multi-racial,56.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,home,,home-race,Race/Ethnicity,,White,115.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,home,,home-incidents,Incidents - SY27,,LVL1,46.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,home,,home-incidents,Incidents - SY27,,LVL2,31.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,home,,home-incidents,Incidents - SY27,,LVL3,12.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,home,,home-grade,Grade Level,,0,41.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,home,,home-grade,Grade Level,,1,40.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,home,,home-grade,Grade Level,,2,37.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,home,,home-grade,Grade Level,,3,56.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,home,,home-grade,Grade Level,,4,54.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,home,,home-grade,Grade Level,,5,46.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,home,,home-grade,Grade Level,,6,43.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,home,,home-grade,Grade Level,,7,67.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,home,,home-grade,Grade Level,,8,61.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,home,,home-ada,ADA,,value,93.69
students,Dr Martin Luther King Jr Literary & Fine Arts School,home,,home-enrollment,Enrollment,,value,445.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,attendance,,students-count-att,summary counts,,Students,445.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,attendance,,students-count-att,summary counts,,IEP,123.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,attendance,,students-count-att,summary counts,,EL,48.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,attendance,,att-ada,ADA,,value,93.69
students,Dr Martin Luther King Jr Literary & Fine Arts School,attendance,,att-cron-abs,Chronic Absenteeism (%),,value,22.25
students,Dr Martin Luther King Jr Literary & Fine Arts School,discipline,,students-count-discipline,summary counts,,Incidents,89.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,discipline,,students-count-discipline,summary counts,,Students,49.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,discipline,,students-count-discipline,summary counts,,Minor Incidents,77.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,discipline,,students-count-discipline,summary counts,,Major Incidents,12.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,discipline,,school,Incidents by School,,Dr Martin Luther King Jr Literary & Fine Arts School,89.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,discipline,,lvl,Incident Types,,LVL1,46.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,discipline,,lvl,Incident Types,,LVL2,31.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,discipline,,lvl,Incident Types,,LVL3,12.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,discipline,,months,Incidents by Month,,August,11.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,discipline,,months,Incidents by Month,,September,78.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,discipline,,race,Incidents by Race/Ethnicity,,Asian,2.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,discipline,,race,Incidents by Race/Ethnicity,,Black or African American,58.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,discipline,,race,Incidents by Race/Ethnicity,,Hispanic or Latino,9.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,discipline,,race,Incidents by Race/Ethnicity,,Multi-racial,6.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,discipline,,race,Incidents by Race/Ethnicity,,White,14.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,discipline,,grade,Incidents by Grade,,0,9.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,discipline,,grade,Incidents by Grade,,1,4.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,discipline,,grade,Incidents by Grade,,2,21.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,discipline,,grade,Incidents by Grade,,3,1.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,discipline,,grade,Incidents by Grade,,4,5.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,discipline,,grade,Incidents by Grade,,5,3.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,discipline,,grade,Incidents by Grade,,6,14.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,discipline,,grade,Incidents by Grade,,7,16.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,discipline,,grade,Incidents by Grade,,8,16.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,assessments,STAR Reading,students-count-ast,summary counts,,Students,312.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,assessments,STAR Reading,ast-graph-1,STAR Reading Benchmark Category (Fall SY27),Urgent Intervention,Urgent Intervention,37.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,assessments,STAR Reading,ast-graph-1,STAR Reading Benchmark Category (Fall SY27),Intervention,Intervention,28.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,assessments,STAR Reading,ast-graph-1,STAR Reading Benchmark Category (Fall SY27),Approaching Benchmark,Approaching Benchmark,107.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,assessments,STAR Reading,ast-graph-1,STAR Reading Benchmark Category (Fall SY27),At Benchmark,At Benchmark,117.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,assessments,STAR Reading,ast-graph-1,STAR Reading Benchmark Category (Fall SY27),Above Benchmark,Above Benchmark,23.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,assessments,STAR Early Literacy,students-count-ast,summary counts,,Students,117.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,assessments,STAR Early Literacy,ast-graph-1,STAR Early Literacy Benchmark Category (Fall SY27),Urgent Intervention,Urgent Intervention,11.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,assessments,STAR Early Literacy,ast-graph-1,STAR Early Literacy Benchmark Category (Fall SY27),Intervention,Intervention,11.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,assessments,STAR Early Literacy,ast-graph-1,STAR Early Literacy Benchmark Category (Fall SY27),Approaching Benchmark,Approaching Benchmark,52.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,assessments,STAR Early Literacy,ast-graph-1,STAR Early Literacy Benchmark Category (Fall SY27),At Benchmark,At Benchmark,39.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,assessments,STAR Early Literacy,ast-graph-1,STAR Early Literacy Benchmark Category (Fall SY27),Above Benchmark,Above Benchmark,4.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,assessments,i-Ready Math,students-count-ast,summary counts,,Students,426.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,assessments,i-Ready Math,ast-graph-1,i-Ready Math — Overall Relative Placement,3 or More Grade Levels Below,3 or More Grade Levels Below,60.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,assessments,i-Ready Math,ast-graph-1,i-Ready Math — Overall Relative Placement,2 Grade Levels Below,2 Grade Levels Below,64.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,assessments,i-Ready Math,ast-graph-1,i-Ready Math — Overall Relative Placement,1 Grade Level Below,1 Grade Level Below,194.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,assessments,i-Ready Math,ast-graph-1,i-Ready Math — Overall Relative Placement,Early On Grade Level,Early On Grade Level,61.0
students,Dr Martin Luther King Jr Literary & Fine Arts School,assessments,i-Ready Math,ast-graph-1,i-Ready Math — Overall Relative Placement,Mid or Above Grade Level,Mid or Above Grade Level,47.0
students,Foster School,home,,home-iep,IEP Status,,Has IEP,73.0
students,Foster School,home,,home-iep,IEP Status,,No IEP,288.0
students,Foster School,home,,home-lep,EL Status,,EL,106.0
students,Foster School,home,,home-lep,EL Status,,Not EL,255.0
students,Foster School,home,,home-race,Race/Ethnicity,,Black or African American,128.0
students,Foster School,home,,home-race,Race/Ethnicity,,Hispanic or Latino,158.0
students,Foster School,home,,home-race,Race/Ethnicity,,Multi-racial,16.0
students,Foster School,home,,home-race,Race/Ethnicity,,White,54.0
students,Foster School,home,,home-race,Race/Ethnicity,,Other*,4.0
students,Foster School,home,,home-incidents,Incidents - SY27,,LVL1,11.0
students,Foster School,home,,home-incidents,Incidents - SY27,,LVL2,3.0
students,Foster School,home,,home-incidents,Incidents - SY27,,LVL3,12.0
students,Foster School,home,,home-grade,Grade Level,,0,46.0
students,Foster School,home,,home-grade,Grade Level,,1,42.0
students,Foster School,home,,home-grade,Grade Level,,2,65.0
students,Foster School,home,,home-grade,Grade Level,,3,79.0
students,Foster School,home,,home-grade,Grade Level,,4,57.0
students,Foster School,home,,home-grade,Grade Level,,5,72.0
students,Foster School,home,,home-twi,TWI Status,,TWE,69.0
students,Foster School,home,,home-twi,TWI Status,,TWS,75.0
students,Foster School,home,,home-twi,TWI Status,,TWX,56.0
students,Foster School,home,,home-ada,ADA,,value,92.95
students,Foster School,home,,home-enrollment,Enrollment,,value,361.0
students,Foster School,attendance,,students-count-att,summary counts,,Students,361.0
students,Foster School,attendance,,students-count-att,summary counts,,IEP,73.0
students,Foster School,attendance,,students-count-att,summary counts,,EL,106.0
students,Foster School,attendance,,att-ada,ADA,,value,92.95
students,Foster School,attendance,,att-cron-abs,Chronic Absenteeism (%),,value,26.87
students,Foster School,discipline,,students-count-discipline,summary counts,,Incidents,26.0
students,Foster School,discipline,,students-count-discipline,summary counts,,Students,19.0
students,Foster School,discipline,,students-count-discipline,summary counts,,Minor Incidents,14.0
students,Foster School,discipline,,students-count-discipline,summary counts,,Major Incidents,12.0
students,Foster School,discipline,,school,Incidents by School,,Foster School,26.0
students,Foster School,discipline,,lvl,Incident Types,,LVL1,11.0
students,Foster School,discipline,,lvl,Incident Types,,LVL2,3.0
students,Foster School,discipline,,lvl,Incident Types,,LVL3,12.0
students,Foster School,discipline,,months,Incidents by Month,,August,2.0
students,Foster School,discipline,,months,Incidents by Month,,September,24.0
students,Foster School,discipline,,race,Incidents by Race/Ethnicity,,Black or African American,20.0
