account,chart_id,chart_title,series,category,value
Walker,ghg,Annual Carbon Emissions,Scope 2,2020,101.0
Walker,ghg,Annual Carbon Emissions,Scope 2,2021,146.0
Walker,ghg,Annual Carbon Emissions,Scope 2,2022,143.0
Walker,ghg,Annual Carbon Emissions,Scope 2,2023,88.0
Walker,ghg,Annual Carbon Emissions,Scope 2,2024,87.0
Walker,ghg,Annual Carbon Emissions,Scope 2,2025,67.0
Walker,ghg,Annual Carbon Emissions,Scope 2,2026,55.0
Walker,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2018,46354.4
Walker,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2019,50185.89
Walker,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2020,38974.01
Walker,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2021,43581.96
Walker,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2022,48151.19
Walker,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2023,44614.74
Walker,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2024,47711.15
Walker,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2025,47939.53
Walker,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2026,33011.35
Walker,eui,Annual Building Energy Use Intensity (EUI),,2018,63.18
Walker,eui,Annual Building Energy Use Intensity (EUI),,2019,66.99
Walker,eui,Annual Building Energy Use Intensity (EUI),,2020,52.3
Walker,eui,Annual Building Energy Use Intensity (EUI),,2021,63.83
Walker,eui,Annual Building Energy Use Intensity (EUI),,2022,75.37
Walker,eui,Annual Building Energy Use Intensity (EUI),,2023,57.64
Walker,eui,Annual Building Energy Use Intensity (EUI),,2024,55.55
Walker,eui,Annual Building Energy Use Intensity (EUI),,2025,62.75
Walker,eui,Annual Building Energy Use Intensity (EUI),,2026,38.24
Walker,cost-savings,Utility SavingsMoney saved by using less energy and water(2026 vs. 2018 usage at today's rates)Jan – Aug 2026 vs. same period 2018,,value,9709.7
Warehouse,global-use,Annual Utility Usage,Electric,2018,616.0
Warehouse,global-use,Annual Utility Usage,Electric,2019,678.0
Warehouse,global-use,Annual Utility Usage,Electric,2020,660.0
Warehouse,global-use,Annual Utility Usage,Electric,2021,522.0
Warehouse,global-use,Annual Utility Usage,Electric,2022,520.0
Warehouse,global-use,Annual Utility Usage,Electric,2023,534.0
Warehouse,global-use,Annual Utility Usage,Electric,2024,559.0
Warehouse,global-use,Annual Utility Usage,Electric,2025,582.0
Warehouse,global-use,Annual Utility Usage,Electric,2026,324.0
Warehouse,global-use,Annual Utility Usage,Natural Gas,2018,2658.0
Warehouse,global-use,Annual Utility Usage,Natural Gas,2019,3338.0
Warehouse,global-use,Annual Utility Usage,Natural Gas,2020,2795.0
Warehouse,global-use,Annual Utility Usage,Natural Gas,2021,3041.0
Warehouse,global-use,Annual Utility Usage,Natural Gas,2022,3692.0
Warehouse,global-use,Annual Utility Usage,Natural Gas,2023,3286.0
Warehouse,global-use,Annual Utility Usage,Natural Gas,2024,3180.0
Warehouse,global-use,Annual Utility Usage,Natural Gas,2025,3839.0
Warehouse,global-use,Annual Utility Usage,Natural Gas,2026,2140.0
Warehouse,ghg,Annual Carbon Emissions,Scope 1,2018,142.0
Warehouse,ghg,Annual Carbon Emissions,Scope 1,2019,177.0
Warehouse,ghg,Annual Carbon Emissions,Scope 1,2020,148.0
Warehouse,ghg,Annual Carbon Emissions,Scope 1,2021,162.0
Warehouse,ghg,Annual Carbon Emissions,Scope 1,2022,196.0
Warehouse,ghg,Annual Carbon Emissions,Scope 1,2023,174.0
Warehouse,ghg,Annual Carbon Emissions,Scope 1,2024,170.0
Warehouse,ghg,Annual Carbon Emissions,Scope 1,2025,203.0
Warehouse,ghg,Annual Carbon Emissions,Scope 1,2026,114.0
Warehouse,ghg,Annual Carbon Emissions,Scope 2,2018,95.0
Warehouse,ghg,Annual Carbon Emissions,Scope 2,2019,96.0
Warehouse,ghg,Annual Carbon Emissions,Scope 2,2020,88.0
Warehouse,ghg,Annual Carbon Emissions,Scope 2,2021,73.0
Warehouse,ghg,Annual Carbon Emissions,Scope 2,2022,69.0
Warehouse,ghg,Annual Carbon Emissions,Scope 2,2023,65.0
Warehouse,ghg,Annual Carbon Emissions,Scope 2,2024,68.0
Warehouse,ghg,Annual Carbon Emissions,Scope 2,2025,71.0
Warehouse,ghg,Annual Carbon Emissions,Scope 2,2026,40.0
Warehouse,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2018,34584.64
Warehouse,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2019,38679.39
Warehouse,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2020,35063.97
Warehouse,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2021,34410.1
Warehouse,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2022,37692.85
Warehouse,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2023,38932.16
Warehouse,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2024,41441.73
Warehouse,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2025,48282.85
Warehouse,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2026,31315.08
Warehouse,eui,Annual Building Energy Use Intensity (EUI),,2018,74.42
Warehouse,eui,Annual Building Energy Use Intensity (EUI),,2019,91.27
Warehouse,eui,Annual Building Energy Use Intensity (EUI),,2020,78.52
Warehouse,eui,Annual Building Energy Use Intensity (EUI),,2021,80.96
Warehouse,eui,Annual Building Energy Use Intensity (EUI),,2022,95.75
Warehouse,eui,Annual Building Energy Use Intensity (EUI),,2023,86.84
Warehouse,eui,Annual Building Energy Use Intensity (EUI),,2024,84.97
Warehouse,eui,Annual Building Energy Use Intensity (EUI),,2025,100.47
Warehouse,eui,Annual Building Energy Use Intensity (EUI),,2026,55.99
Warehouse,cost-savings,Utility SavingsMoney saved by using less energy and water(2026 vs. 2018 usage at today's rates)Jan – Aug 2026 vs. same period 2018,,value,-701.0
Washington,global-use,Annual Utility Usage,Electric,2018,1615.0
Washington,global-use,Annual Utility Usage,Electric,2019,1614.0
Washington,global-use,Annual Utility Usage,Electric,2020,1061.0
Washington,global-use,Annual Utility Usage,Electric,2021,1516.0
Washington,global-use,Annual Utility Usage,Electric,2022,1568.0
Washington,global-use,Annual Utility Usage,Electric,2023,1291.0
Washington,global-use,Annual Utility Usage,Electric,2024,1324.0
Washington,global-use,Annual Utility Usage,Electric,2025,1281.0
Washington,global-use,Annual Utility Usage,Electric,2026,800.0
Washington,global-use,Annual Utility Usage,Natural Gas,2018,5003.0
Washington,global-use,Annual Utility Usage,Natural Gas,2019,4676.0
Washington,global-use,Annual Utility Usage,Natural Gas,2020,4355.0
Washington,global-use,Annual Utility Usage,Natural Gas,2021,4703.0
Washington,global-use,Annual Utility Usage,Natural Gas,2022,5046.0
Washington,global-use,Annual Utility Usage,Natural Gas,2023,4193.0
Washington,global-use,Annual Utility Usage,Natural Gas,2024,3958.0
Washington,global-use,Annual Utility Usage,Natural Gas,2025,4725.0
Washington,global-use,Annual Utility Usage,Natural Gas,2026,3008.0
Washington,ghg,Annual Carbon Emissions,Scope 1,2018,251.0
Washington,ghg,Annual Carbon Emissions,Scope 1,2019,247.0
Washington,ghg,Annual Carbon Emissions,Scope 1,2020,232.0
Washington,ghg,Annual Carbon Emissions,Scope 1,2021,251.0
Washington,ghg,Annual Carbon Emissions,Scope 1,2022,267.0
Washington,ghg,Annual Carbon Emissions,Scope 1,2023,223.0
Washington,ghg,Annual Carbon Emissions,Scope 1,2024,210.0
Washington,ghg,Annual Carbon Emissions,Scope 1,2025,253.0
Washington,ghg,Annual Carbon Emissions,Scope 1,2026,158.0
Washington,ghg,Annual Carbon Emissions,Scope 2,2018,249.0
Washington,ghg,Annual Carbon Emissions,Scope 2,2019,229.0
Washington,ghg,Annual Carbon Emissions,Scope 2,2020,141.0
Washington,ghg,Annual Carbon Emissions,Scope 2,2021,210.0
Washington,ghg,Annual Carbon Emissions,Scope 2,2022,209.0
Washington,ghg,Annual Carbon Emissions,Scope 2,2023,157.0
Washington,ghg,Annual Carbon Emissions,Scope 2,2024,161.0
Washington,ghg,Annual Carbon Emissions,Scope 2,2025,156.0
Washington,ghg,Annual Carbon Emissions,Scope 2,2026,98.0
Washington,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2018,76544.14
Washington,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2019,77987.81
Washington,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2020,61725.72
Washington,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2021,69661.84
Washington,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2022,73123.16
Washington,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2023,73199.6
Washington,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2024,78990.57
Washington,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2025,89559.02
Washington,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2026,57229.4
Washington,eui,Annual Building Energy Use Intensity (EUI),,2018,86.18
Washington,eui,Annual Building Energy Use Intensity (EUI),,2019,81.91
Washington,eui,Annual Building Energy Use Intensity (EUI),,2020,70.52
Washington,eui,Annual Building Energy Use Intensity (EUI),,2021,80.99
Washington,eui,Annual Building Energy Use Intensity (EUI),,2022,86.12
Washington,eui,Annual Building Energy Use Intensity (EUI),,2023,71.41
Washington,eui,Annual Building Energy Use Intensity (EUI),,2024,68.78
Washington,eui,Annual Building Energy Use Intensity (EUI),,2025,78.2
Washington,eui,Annual Building Energy Use Intensity (EUI),,2026,49.58
Washington,cost-savings,Utility SavingsMoney saved by using less energy and water(2026 vs. 2018 usage at today's rates)Jan – Aug 2026 vs. same period 2018,,value,12251.24
Willard,global-use,Annual Utility Usage,Electric,2018,1036.0
Willard,global-use,Annual Utility Usage,Electric,2019,988.0
Willard,global-use,Annual Utility Usage,Electric,2020,779.0
Willard,global-use,Annual Utility Usage,Electric,2021,1010.0
Willard,global-use,Annual Utility Usage,Electric,2022,997.0
Willard,global-use,Annual Utility Usage,Electric,2023,905.0
Willard,global-use,Annual Utility Usage,Electric,2024,967.0
Willard,global-use,Annual Utility Usage,Electric,2025,881.0
Willard,global-use,Annual Utility Usage,Electric,2026,562.0
Willard,global-use,Annual Utility Usage,Natural Gas,2018,3529.0
Willard,global-use,Annual Utility Usage,Natural Gas,2019,3511.0
Willard,global-use,Annual Utility Usage,Natural Gas,2020,2891.0
Willard,global-use,Annual Utility Usage,Natural Gas,2021,3330.0
Willard,global-use,Annual Utility Usage,Natural Gas,2022,3524.0
Willard,global-use,Annual Utility Usage,Natural Gas,2023,2782.0
Willard,global-use,Annual Utility Usage,Natural Gas,2024,2625.0
Willard,global-use,Annual Utility Usage,Natural Gas,2025,2884.0
Willard,global-use,Annual Utility Usage,Natural Gas,2026,1767.0
Willard,ghg,Annual Carbon Emissions,Scope 1,2018,190.0
Willard,ghg,Annual Carbon Emissions,Scope 1,2019,185.0
Willard,ghg,Annual Carbon Emissions,Scope 1,2020,153.0
Willard,ghg,Annual Carbon Emissions,Scope 1,2021,178.0
Willard,ghg,Annual Carbon Emissions,Scope 1,2022,185.0
Willard,ghg,Annual Carbon Emissions,Scope 1,2023,148.0
Willard,ghg,Annual Carbon Emissions,Scope 1,2024,140.0
Willard,ghg,Annual Carbon Emissions,Scope 1,2025,153.0
Willard,ghg,Annual Carbon Emissions,Scope 1,2026,94.0
Willard,ghg,Annual Carbon Emissions,Scope 2,2018,160.0
Willard,ghg,Annual Carbon Emissions,Scope 2,2019,140.0
Willard,ghg,Annual Carbon Emissions,Scope 2,2020,104.0
Willard,ghg,Annual Carbon Emissions,Scope 2,2021,140.0
Willard,ghg,Annual Carbon Emissions,Scope 2,2022,133.0
Willard,ghg,Annual Carbon Emissions,Scope 2,2023,110.0
Willard,ghg,Annual Carbon Emissions,Scope 2,2024,118.0
Willard,ghg,Annual Carbon Emissions,Scope 2,2025,107.0
Willard,ghg,Annual Carbon Emissions,Scope 2,2026,69.0
Willard,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2018,54953.26
Willard,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2019,53435.56
Willard,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2020,43019.85
Willard,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2021,50743.76
Willard,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2022,54940.48
Willard,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2023,51878.32
Willard,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2024,58092.16
Willard,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2025,62349.61
Willard,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2026,39114.26
Willard,eui,Annual Building Energy Use Intensity (EUI),,2018,72.89
Willard,eui,Annual Building Energy Use Intensity (EUI),,2019,71.83
Willard,eui,Annual Building Energy Use Intensity (EUI),,2020,58.58
Willard,eui,Annual Building Energy Use Intensity (EUI),,2021,69.29
Willard,eui,Annual Building Energy Use Intensity (EUI),,2022,72.18
Willard,eui,Annual Building Energy Use Intensity (EUI),,2023,58.87
Willard,eui,Annual Building Energy Use Intensity (EUI),,2024,57.36
Willard,eui,Annual Building Energy Use Intensity (EUI),,2025,60.1
Willard,eui,Annual Building Energy Use Intensity (EUI),,2026,37.18
Willard,cost-savings,Utility SavingsMoney saved by using less energy and water(2026 vs. 2018 usage at today's rates)Jan – Aug 2026 vs. same period 2018,,value,13055.54
